customerID,Contract,InternetService,tenure,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Level,Recommended_Action
5564-NEMQO,Month-to-month,Fiber optic,1,75.3,75.3,0.85,High,Offer a long-term contract with a targeted retention incentive.
2446-BEGGB,Month-to-month,Fiber optic,6,98.25,560.6,0.85,High,Offer a long-term contract with a targeted retention incentive.
5378-IKEEG,Month-to-month,DSL,1,35.75,35.75,0.85,High,Offer a long-term contract with a targeted retention incentive.
8348-HFYIV,Month-to-month,DSL,2,49.25,90.35,0.85,High,Offer a long-term contract with a targeted retention incentive.
0781-LKXBR,Month-to-month,Fiber optic,9,100.5,918.6,0.85,High,Offer a long-term contract with a targeted retention incentive.
5275-SQEIZ,Month-to-month,Fiber optic,1,80.85,80.85,0.8486732339368122,High,Offer a long-term contract with a targeted retention incentive.
6356-ELRKD,Month-to-month,Fiber optic,1,95.6,95.6,0.845,High,Offer a long-term contract with a targeted retention incentive.
8168-UQWWF,Month-to-month,Fiber optic,11,97.85,1105.4,0.845,High,Offer a long-term contract with a targeted retention incentive.
1833-VGRUM,Month-to-month,Fiber optic,1,74.2,74.2,0.845,High,Offer a long-term contract with a targeted retention incentive.
8086-OVPWV,Month-to-month,Fiber optic,2,80.2,181.1,0.845,High,Offer a long-term contract with a targeted retention incentive.
6969-MVBAI,Month-to-month,Fiber optic,9,90.1,816.8,0.845,High,Offer a long-term contract with a targeted retention incentive.
8183-ONMXC,Month-to-month,Fiber optic,2,80.75,159.45,0.845,High,Offer a long-term contract with a targeted retention incentive.
1200-TUZHR,Month-to-month,Fiber optic,8,85.2,695.75,0.845,High,Offer a long-term contract with a targeted retention incentive.
6496-SLWHQ,Month-to-month,Fiber optic,3,105.0,294.45,0.845,High,Offer a long-term contract with a targeted retention incentive.
1723-HKXJQ,Month-to-month,Fiber optic,42,101.75,4273.45,0.845,High,Offer a long-term contract with a targeted retention incentive.
5383-MMTWC,Month-to-month,Fiber optic,8,84.0,613.4,0.845,High,Offer a long-term contract with a targeted retention incentive.
8280-MQRQN,Month-to-month,DSL,1,50.45,50.45,0.845,High,Offer a long-term contract with a targeted retention incentive.
8992-JQYUN,Month-to-month,DSL,1,50.35,50.35,0.845,High,Offer a long-term contract with a targeted retention incentive.
1143-NMNQJ,Month-to-month,Fiber optic,2,85.7,169.8,0.845,High,Offer a long-term contract with a targeted retention incentive.
8775-LHDJH,Month-to-month,Fiber optic,1,90.6,90.6,0.845,High,Offer a long-term contract with a targeted retention incentive.
2660-EMUBI,Month-to-month,Fiber optic,10,95.35,898.35,0.845,High,Offer a long-term contract with a targeted retention incentive.
7548-SEPYI,Month-to-month,Fiber optic,5,96.25,512.45,0.845,High,Offer a long-term contract with a targeted retention incentive.
0328-GRPMV,Month-to-month,Fiber optic,1,70.1,70.1,0.8407189239332097,High,Offer a long-term contract with a targeted retention incentive.
8305-VHZBZ,Month-to-month,No,1,20.2,20.2,0.8402548394345029,High,Offer a long-term contract with a targeted retention incentive.
5376-DEQCP,Month-to-month,Fiber optic,1,70.6,70.6,0.8400748175483743,High,Offer a long-term contract with a targeted retention incentive.
6513-EECDB,Month-to-month,Fiber optic,1,73.55,73.55,0.84,High,Offer a long-term contract with a targeted retention incentive.
4342-HENTK,Month-to-month,Fiber optic,2,70.65,142.35,0.84,High,Offer a long-term contract with a targeted retention incentive.
4695-WJZUE,Month-to-month,Fiber optic,2,88.55,179.25,0.84,High,Offer a long-term contract with a targeted retention incentive.
0746-JTRFU,Month-to-month,DSL,2,25.05,56.35,0.84,High,Offer a long-term contract with a targeted retention incentive.
1086-LXKFY,Month-to-month,Fiber optic,1,69.1,69.1,0.84,High,Offer a long-term contract with a targeted retention incentive.
3320-VEOYC,Month-to-month,Fiber optic,14,95.6,1273.3,0.84,High,Offer a long-term contract with a targeted retention incentive.
4847-TAJYI,Month-to-month,Fiber optic,6,89.35,567.8,0.84,High,Offer a long-term contract with a targeted retention incentive.
5655-JSMZM,Month-to-month,Fiber optic,49,96.2,4718.25,0.84,High,Offer a long-term contract with a targeted retention incentive.
7693-LCKZL,Month-to-month,Fiber optic,5,80.15,385.0,0.84,High,Offer a long-term contract with a targeted retention incentive.
3422-LYEPQ,Month-to-month,Fiber optic,1,71.0,71.0,0.84,High,Offer a long-term contract with a targeted retention incentive.
5835-BEQEU,Month-to-month,Fiber optic,3,76.95,228.4,0.84,High,Offer a long-term contract with a targeted retention incentive.
8739-XNIKG,Month-to-month,Fiber optic,5,84.0,424.75,0.84,High,Offer a long-term contract with a targeted retention incentive.
7817-BOQPW,Month-to-month,Fiber optic,2,75.55,166.3,0.84,High,Offer a long-term contract with a targeted retention incentive.
3976-NLDEZ,Month-to-month,No,1,20.6,20.6,0.84,High,Offer a long-term contract with a targeted retention incentive.
1941-HOSAM,Month-to-month,Fiber optic,1,90.1,90.1,0.84,High,Offer a long-term contract with a targeted retention incentive.
2034-GDRCN,Month-to-month,Fiber optic,2,90.4,168.2,0.84,High,Offer a long-term contract with a targeted retention incentive.
5356-RHIPP,Month-to-month,No,1,20.2,20.2,0.8356426664700126,High,Offer a long-term contract with a targeted retention incentive.
5501-TVMGM,Month-to-month,DSL,1,55.25,55.25,0.835,High,Offer a long-term contract with a targeted retention incentive.
8821-XNHVZ,Month-to-month,Fiber optic,1,80.05,80.05,0.835,High,Offer a long-term contract with a targeted retention incentive.
1157-BQCUW,Month-to-month,Fiber optic,1,74.95,74.95,0.835,High,Offer a long-term contract with a targeted retention incentive.
9399-APLBT,Month-to-month,Fiber optic,1,74.7,74.7,0.835,High,Offer a long-term contract with a targeted retention incentive.
0616-ATFGB,Month-to-month,DSL,1,25.05,25.05,0.835,High,Offer a long-term contract with a targeted retention incentive.
3096-GKWEB,Month-to-month,Fiber optic,18,94.75,1691.9,0.835,High,Offer a long-term contract with a targeted retention incentive.
7943-RQCHR,Month-to-month,Fiber optic,9,94.75,889.9,0.835,High,Offer a long-term contract with a targeted retention incentive.
2013-SGDXK,Month-to-month,Fiber optic,1,84.3,84.3,0.83,High,Offer a long-term contract with a targeted retention incentive.
8695-ARGXZ,Month-to-month,Fiber optic,34,75.55,2425.4,0.83,High,Offer a long-term contract with a targeted retention incentive.
9317-WZPGV,Month-to-month,Fiber optic,2,79.75,159.4,0.83,High,Offer a long-term contract with a targeted retention incentive.
6198-ZFIOJ,Month-to-month,Fiber optic,5,75.6,402.5,0.83,High,Offer a long-term contract with a targeted retention incentive.
9300-RENDD,Month-to-month,Fiber optic,1,79.95,79.95,0.83,High,Offer a long-term contract with a targeted retention incentive.
2276-YDAVZ,Month-to-month,Fiber optic,3,75.1,270.7,0.83,High,Offer a long-term contract with a targeted retention incentive.
6543-XRMYR,Month-to-month,Fiber optic,30,99.7,2967.35,0.83,High,Offer a long-term contract with a targeted retention incentive.
7537-RBWEA,Month-to-month,DSL,1,25.15,25.15,0.83,High,Offer a long-term contract with a targeted retention incentive.
3050-GBUSH,Month-to-month,DSL,3,34.8,113.95,0.83,High,Offer a long-term contract with a targeted retention incentive.
6960-HVYXR,Month-to-month,Fiber optic,1,76.0,76.0,0.83,High,Offer a long-term contract with a targeted retention incentive.
8042-JVNFH,Month-to-month,Fiber optic,1,71.35,71.35,0.8268097486928656,High,Offer a long-term contract with a targeted retention incentive.
6702-OHFWR,Month-to-month,DSL,1,43.3,43.3,0.825,High,Offer a long-term contract with a targeted retention incentive.
7233-DRTRF,Month-to-month,Fiber optic,63,102.4,6444.05,0.825,High,Offer a long-term contract with a targeted retention incentive.
9600-NAXZN,Month-to-month,Fiber optic,43,101.4,4528.0,0.825,High,Offer a long-term contract with a targeted retention incentive.
7341-LXCAF,Month-to-month,Fiber optic,4,74.65,301.4,0.825,High,Offer a long-term contract with a targeted retention incentive.
8622-ZLFKO,Month-to-month,Fiber optic,6,90.75,512.25,0.825,High,Offer a long-term contract with a targeted retention incentive.
7594-RQHXR,Month-to-month,Fiber optic,1,79.6,79.6,0.825,High,Offer a long-term contract with a targeted retention incentive.
6457-USBER,Month-to-month,Fiber optic,1,80.8,80.8,0.825,High,Offer a long-term contract with a targeted retention incentive.
1628-BIZYP,Month-to-month,Fiber optic,1,85.0,85.0,0.825,High,Offer a long-term contract with a targeted retention incentive.
6140-QNRQQ,Month-to-month,Fiber optic,1,71.55,71.55,0.825,High,Offer a long-term contract with a targeted retention incentive.
2656-FMOKZ,Month-to-month,Fiber optic,15,74.45,1145.7,0.825,High,Offer a long-term contract with a targeted retention incentive.
0637-KVDLV,Month-to-month,Fiber optic,2,76.5,162.45,0.825,High,Offer a long-term contract with a targeted retention incentive.
4210-QFJMF,Month-to-month,Fiber optic,4,79.15,317.25,0.825,High,Offer a long-term contract with a targeted retention incentive.
1240-KNSEZ,Month-to-month,No,1,20.1,20.1,0.825,High,Offer a long-term contract with a targeted retention incentive.
2454-RPBRZ,Month-to-month,Fiber optic,12,98.1,1060.2,0.825,High,Offer a long-term contract with a targeted retention incentive.
6298-QDFNH,Month-to-month,Fiber optic,22,79.35,1730.35,0.825,High,Offer a long-term contract with a targeted retention incentive.
5442-BHQNG,Month-to-month,Fiber optic,2,70.35,139.25,0.825,High,Offer a long-term contract with a targeted retention incentive.
1925-TIBLE,Month-to-month,Fiber optic,7,86.5,582.5,0.825,High,Offer a long-term contract with a targeted retention incentive.
9747-DDZOS,Month-to-month,Fiber optic,1,73.5,73.5,0.8215818697855761,High,Offer a long-term contract with a targeted retention incentive.
8000-REIQB,Month-to-month,Fiber optic,1,69.95,69.95,0.8209603384153726,High,Offer a long-term contract with a targeted retention incentive.
4927-WWOOZ,Month-to-month,Fiber optic,2,91.45,171.45,0.82,High,Offer a long-term contract with a targeted retention incentive.
5167-ZFFMM,Month-to-month,Fiber optic,1,90.85,90.85,0.82,High,Offer a long-term contract with a targeted retention incentive.
2645-QTLMB,Month-to-month,Fiber optic,7,94.25,669.0,0.82,High,Offer a long-term contract with a targeted retention incentive.
3518-PZXZQ,Month-to-month,DSL,1,55.3,55.3,0.82,High,Offer a long-term contract with a targeted retention incentive.
2642-DTVCO,Month-to-month,Fiber optic,9,85.05,746.5,0.82,High,Offer a long-term contract with a targeted retention incentive.
5995-SNNEW,Month-to-month,Fiber optic,23,104.45,2184.85,0.82,High,Offer a long-term contract with a targeted retention incentive.
3295-YVUSR,Month-to-month,Fiber optic,2,72.6,154.3,0.82,High,Offer a long-term contract with a targeted retention incentive.
7153-OANIO,Month-to-month,Fiber optic,1,69.95,69.95,0.8197394014768418,High,Offer a long-term contract with a targeted retention incentive.
5244-IRFIH,Month-to-month,Fiber optic,33,94.5,3105.55,0.815,High,Offer a long-term contract with a targeted retention incentive.
8098-LLAZX,Month-to-month,Fiber optic,4,95.45,396.1,0.815,High,Offer a long-term contract with a targeted retention incentive.
3585-ISXZP,Month-to-month,Fiber optic,8,95.65,778.1,0.815,High,Offer a long-term contract with a targeted retention incentive.
7278-CKDNC,Month-to-month,Fiber optic,24,80.5,2088.45,0.815,High,Offer a long-term contract with a targeted retention incentive.
2876-VBBBL,Month-to-month,No,1,20.25,20.25,0.815,High,Offer a long-term contract with a targeted retention incentive.
0670-KDOMA,Month-to-month,No,1,20.25,20.25,0.815,High,Offer a long-term contract with a targeted retention incentive.
7892-POOKP,Month-to-month,Fiber optic,28,104.8,3046.05,0.815,High,Offer a long-term contract with a targeted retention incentive.
4445-ZJNMU,Month-to-month,Fiber optic,9,99.3,918.75,0.815,High,Offer a long-term contract with a targeted retention incentive.
3902-FOIGH,Month-to-month,Fiber optic,12,101.35,1218.55,0.815,High,Offer a long-term contract with a targeted retention incentive.
4132-KALRO,Month-to-month,Fiber optic,4,100.85,399.25,0.815,High,Offer a long-term contract with a targeted retention incentive.
8775-ERLNB,Month-to-month,Fiber optic,1,74.3,74.3,0.815,High,Offer a long-term contract with a targeted retention incentive.
7028-DVOIQ,Month-to-month,Fiber optic,35,99.05,3395.8,0.815,High,Offer a long-term contract with a targeted retention incentive.
1496-GGSUK,Month-to-month,DSL,1,25.7,25.7,0.815,High,Offer a long-term contract with a targeted retention incentive.
3389-YGYAI,Month-to-month,Fiber optic,8,105.5,829.55,0.815,High,Offer a long-term contract with a targeted retention incentive.
0235-KGSLC,Month-to-month,Fiber optic,1,85.55,85.55,0.815,High,Offer a long-term contract with a targeted retention incentive.
1195-OIYEJ,Month-to-month,Fiber optic,13,91.1,1135.7,0.815,High,Offer a long-term contract with a targeted retention incentive.
0067-DKWBL,Month-to-month,DSL,2,49.25,91.1,0.815,High,Offer a long-term contract with a targeted retention incentive.
7384-GHBPI,Month-to-month,DSL,3,35.15,99.75,0.815,High,Offer a long-term contract with a targeted retention incentive.
7839-QRKXN,Month-to-month,No,1,20.2,20.2,0.8123690619753513,High,Offer a long-term contract with a targeted retention incentive.
3519-ZKXGG,Month-to-month,Fiber optic,3,75.85,256.6,0.81,High,Offer a long-term contract with a targeted retention incentive.
9451-LPGOO,Month-to-month,Fiber optic,7,86.8,620.35,0.81,High,Offer a long-term contract with a targeted retention incentive.
6127-IYJOZ,Month-to-month,DSL,1,45.85,45.85,0.81,High,Offer a long-term contract with a targeted retention incentive.
5552-ZNFSJ,Month-to-month,DSL,1,45.3,45.3,0.81,High,Offer a long-term contract with a targeted retention incentive.
1740-CSDJP,Month-to-month,DSL,1,35.25,35.25,0.81,High,Offer a long-term contract with a targeted retention incentive.
9094-AZPHK,Month-to-month,Fiber optic,15,100.15,1415.0,0.81,High,Offer a long-term contract with a targeted retention incentive.
2737-WFVYW,Month-to-month,DSL,2,45.25,85.5,0.81,High,Offer a long-term contract with a targeted retention incentive.
2103-ZRXFN,Month-to-month,DSL,1,50.75,50.75,0.81,High,Offer a long-term contract with a targeted retention incentive.
2920-RNCEZ,Month-to-month,Fiber optic,1,69.95,69.95,0.81,High,Offer a long-term contract with a targeted retention incentive.
1268-ASBGA,Month-to-month,Fiber optic,16,85.35,1375.15,0.81,High,Offer a long-term contract with a targeted retention incentive.
8414-MYSHR,Month-to-month,Fiber optic,5,91.4,449.75,0.81,High,Offer a long-term contract with a targeted retention incentive.
7480-QNVZJ,Month-to-month,Fiber optic,50,95.7,4816.7,0.81,High,Offer a long-term contract with a targeted retention incentive.
1197-BVMVG,Month-to-month,Fiber optic,4,74.45,294.45,0.81,High,Offer a long-term contract with a targeted retention incentive.
3494-JCHRQ,Month-to-month,Fiber optic,1,70.05,70.05,0.8083047095690872,High,Offer a long-term contract with a targeted retention incentive.
0655-RBDUG,Month-to-month,Fiber optic,7,98.05,713.0,0.805,High,Offer a long-term contract with a targeted retention incentive.
0196-VULGZ,Month-to-month,Fiber optic,6,84.35,474.9,0.805,High,Offer a long-term contract with a targeted retention incentive.
3384-CTMSF,Month-to-month,Fiber optic,47,104.1,5135.15,0.805,High,Offer a long-term contract with a targeted retention incentive.
7932-WPTDS,Month-to-month,DSL,1,24.8,24.8,0.805,High,Offer a long-term contract with a targeted retention incentive.
8357-EQXFO,Month-to-month,Fiber optic,7,95.35,660.9,0.805,High,Offer a long-term contract with a targeted retention incentive.
6941-PMGEP,Month-to-month,Fiber optic,5,80.0,412.5,0.805,High,Offer a long-term contract with a targeted retention incentive.
7823-JSOAG,Month-to-month,Fiber optic,3,74.5,217.45,0.805,High,Offer a long-term contract with a targeted retention incentive.
2737-YNGYW,Month-to-month,Fiber optic,2,80.55,184.1,0.805,High,Offer a long-term contract with a targeted retention incentive.
2485-ITVKB,Month-to-month,DSL,2,35.1,68.75,0.805,High,Offer a long-term contract with a targeted retention incentive.
7760-OYPDY,Month-to-month,Fiber optic,2,80.65,144.15,0.805,High,Offer a long-term contract with a targeted retention incentive.
3049-SOLAY,Month-to-month,Fiber optic,3,95.2,292.85,0.805,High,Offer a long-term contract with a targeted retention incentive.
5937-EORGB,Month-to-month,Fiber optic,15,96.5,1392.25,0.805,High,Offer a long-term contract with a targeted retention incentive.
8245-UMPYT,Month-to-month,Fiber optic,16,96.4,1581.2,0.805,High,Offer a long-term contract with a targeted retention incentive.
4367-NHWMM,Month-to-month,DSL,1,24.9,24.9,0.805,High,Offer a long-term contract with a targeted retention incentive.
8709-KRDVL,Month-to-month,Fiber optic,33,100.0,3320.6,0.805,High,Offer a long-term contract with a targeted retention incentive.
1934-SJVJK,Month-to-month,No,1,20.15,20.15,0.800452257616237,High,Offer a long-term contract with a targeted retention incentive.
1066-JKSGK,Month-to-month,No,1,20.15,20.15,0.800452257616237,High,Offer a long-term contract with a targeted retention incentive.
3677-IYRBF,Month-to-month,DSL,2,30.4,78.65,0.8,High,Offer a long-term contract with a targeted retention incentive.
7493-TPUWZ,Month-to-month,Fiber optic,1,79.15,79.15,0.8,High,Offer a long-term contract with a targeted retention incentive.
4678-DVQEO,Month-to-month,DSL,1,52.2,52.2,0.8,High,Offer a long-term contract with a targeted retention incentive.
0661-XEYAN,Month-to-month,DSL,1,25.8,25.8,0.8,High,Offer a long-term contract with a targeted retention incentive.
7571-YXDAD,Month-to-month,Fiber optic,2,74.9,147.15,0.8,High,Offer a long-term contract with a targeted retention incentive.
2672-HUYVI,Month-to-month,Fiber optic,6,91.1,455.3,0.8,High,Offer a long-term contract with a targeted retention incentive.
4236-UJPWO,Month-to-month,DSL,2,24.5,46.4,0.8,High,Offer a long-term contract with a targeted retention incentive.
0722-SVSFK,Month-to-month,Fiber optic,7,100.4,715.0,0.8,High,Offer a long-term contract with a targeted retention incentive.
2856-HYAPG,Month-to-month,Fiber optic,1,68.65,68.65,0.8,High,Offer a long-term contract with a targeted retention incentive.
4735-ASGMA,Month-to-month,Fiber optic,26,98.35,2515.3,0.8,High,Offer a long-term contract with a targeted retention incentive.
3871-IKPYH,Month-to-month,Fiber optic,1,69.1,69.1,0.8,High,Offer a long-term contract with a targeted retention incentive.
3177-LASXD,Month-to-month,Fiber optic,1,71.35,71.35,0.795872467962168,High,Offer a long-term contract with a targeted retention incentive.
1393-IMKZG,Month-to-month,Fiber optic,1,95.85,95.85,0.795,High,Offer a long-term contract with a targeted retention incentive.
5117-IFGPS,Month-to-month,Fiber optic,29,84.3,2357.75,0.795,High,Offer a long-term contract with a targeted retention incentive.
0021-IKXGC,Month-to-month,Fiber optic,1,72.1,72.1,0.795,High,Offer a long-term contract with a targeted retention incentive.
2982-VPSGI,Month-to-month,Fiber optic,11,94.0,1078.9,0.795,High,Offer a long-term contract with a targeted retention incentive.
2831-EBWRN,Month-to-month,DSL,4,45.9,199.75,0.795,High,Offer a long-term contract with a targeted retention incentive.
2058-DCJBE,Month-to-month,Fiber optic,5,69.75,324.6,0.795,High,Offer a long-term contract with a targeted retention incentive.
6646-VRFOL,Month-to-month,Fiber optic,53,103.85,5485.5,0.795,High,Offer a long-term contract with a targeted retention incentive.
3178-FESZO,Month-to-month,Fiber optic,1,100.25,100.25,0.795,High,Offer a long-term contract with a targeted retention incentive.
5919-TMRGD,Month-to-month,Fiber optic,1,79.35,79.35,0.795,High,Offer a long-term contract with a targeted retention incentive.
2516-VQRRV,Month-to-month,Fiber optic,2,75.45,158.4,0.795,High,Offer a long-term contract with a targeted retention incentive.
9050-IKDZA,Month-to-month,Fiber optic,2,81.5,162.55,0.7939417913888153,High,Offer a long-term contract with a targeted retention incentive.
5519-NPHVG,Month-to-month,Fiber optic,12,94.2,1046.1,0.79,High,Offer a long-term contract with a targeted retention incentive.
9444-JTXHZ,Month-to-month,Fiber optic,1,76.2,76.2,0.79,High,Offer a long-term contract with a targeted retention incentive.
0082-LDZUE,Month-to-month,DSL,1,44.3,44.3,0.79,High,Offer a long-term contract with a targeted retention incentive.
4512-ZUIYL,Month-to-month,Fiber optic,2,70.0,153.05,0.7882432432432432,High,Offer a long-term contract with a targeted retention incentive.
6086-ESGRL,Month-to-month,Fiber optic,1,80.15,80.15,0.78713806931154,High,Offer a long-term contract with a targeted retention incentive.
4929-XIHVW,Month-to-month,Fiber optic,2,95.5,181.65,0.785,High,Offer a long-term contract with a targeted retention incentive.
0219-YTZUE,Month-to-month,Fiber optic,4,84.8,371.9,0.785,High,Offer a long-term contract with a targeted retention incentive.
5380-AFSSK,Month-to-month,Fiber optic,5,93.9,486.85,0.785,High,Offer a long-term contract with a targeted retention incentive.
1963-SVUCV,Month-to-month,DSL,1,45.3,45.3,0.785,High,Offer a long-term contract with a targeted retention incentive.
1589-AGTLK,Month-to-month,DSL,3,45.35,141.5,0.785,High,Offer a long-term contract with a targeted retention incentive.
7903-CMPEY,Month-to-month,Fiber optic,1,80.3,80.3,0.785,High,Offer a long-term contract with a targeted retention incentive.
7952-OBOYL,Month-to-month,Fiber optic,3,89.85,244.45,0.785,High,Offer a long-term contract with a targeted retention incentive.
4822-NGOCH,Month-to-month,Fiber optic,13,84.45,1058.6,0.785,High,Offer a long-term contract with a targeted retention incentive.
9878-TNQGW,Month-to-month,Fiber optic,2,80.95,171.15,0.785,High,Offer a long-term contract with a targeted retention incentive.
1724-BQUHA,Month-to-month,Fiber optic,5,89.5,477.7,0.785,High,Offer a long-term contract with a targeted retention incentive.
9743-DQKQW,Month-to-month,DSL,3,25.1,79.8,0.785,High,Offer a long-term contract with a targeted retention incentive.
1173-XZPYF,Month-to-month,Fiber optic,11,89.2,990.3,0.785,High,Offer a long-term contract with a targeted retention incentive.
0564-JJHGS,Month-to-month,Fiber optic,9,95.5,829.1,0.785,High,Offer a long-term contract with a targeted retention incentive.
5624-BQSSA,Month-to-month,No,1,20.95,20.95,0.7836732339368122,High,Offer a long-term contract with a targeted retention incentive.
3338-CVVEH,Month-to-month,Fiber optic,12,94.55,1173.55,0.78,High,Offer a long-term contract with a targeted retention incentive.
6630-UJZMY,Month-to-month,Fiber optic,4,83.25,308.05,0.78,High,Offer a long-term contract with a targeted retention incentive.
4274-OWWYO,Month-to-month,Fiber optic,1,74.35,74.35,0.78,High,Offer a long-term contract with a targeted retention incentive.
0871-URUWO,Month-to-month,Fiber optic,13,102.25,1359.0,0.78,High,Offer a long-term contract with a targeted retention incentive.
6023-YEBUP,Month-to-month,Fiber optic,3,100.95,329.95,0.78,High,Offer a long-term contract with a targeted retention incentive.
7568-PODML,Month-to-month,DSL,1,45.3,45.3,0.7773469387755102,High,Offer a long-term contract with a targeted retention incentive.
0685-MLYYM,Month-to-month,Fiber optic,2,70.75,154.85,0.775,High,Offer a long-term contract with a targeted retention incentive.
2081-VEYEH,Month-to-month,Fiber optic,3,107.95,318.6,0.775,High,Offer a long-term contract with a targeted retention incentive.
0404-SWRVG,Month-to-month,Fiber optic,3,74.4,229.55,0.775,High,Offer a long-term contract with a targeted retention incentive.
6137-NICCO,Month-to-month,Fiber optic,6,94.05,518.75,0.775,High,Offer a long-term contract with a targeted retention incentive.
7495-OOKFY,Month-to-month,Fiber optic,8,80.65,633.3,0.775,High,Offer a long-term contract with a targeted retention incentive.
7825-GKXMW,Month-to-month,DSL,1,45.8,45.8,0.775,High,Offer a long-term contract with a targeted retention incentive.
8313-NDOIA,Month-to-month,Fiber optic,24,104.15,2494.65,0.775,High,Offer a long-term contract with a targeted retention incentive.
1501-SGHBW,Month-to-month,DSL,2,45.85,81.0,0.775,High,Offer a long-term contract with a targeted retention incentive.
5968-VXZLG,Month-to-month,DSL,2,46.6,87.9,0.775,High,Offer a long-term contract with a targeted retention incentive.
4795-KTRTH,Month-to-month,Fiber optic,5,81.0,371.65,0.775,High,Offer a long-term contract with a targeted retention incentive.
8752-STIVR,Month-to-month,Fiber optic,4,79.0,303.15,0.775,High,Offer a long-term contract with a targeted retention incentive.
9231-ZJYAM,Month-to-month,Fiber optic,4,78.85,292.8,0.775,High,Offer a long-term contract with a targeted retention incentive.
8875-AKBYH,Month-to-month,Fiber optic,20,84.35,1745.2,0.775,High,Offer a long-term contract with a targeted retention incentive.
8634-MPHTR,Month-to-month,Fiber optic,47,100.05,4871.05,0.775,High,Offer a long-term contract with a targeted retention incentive.
2865-TCHJW,Month-to-month,Fiber optic,4,89.2,346.2,0.775,High,Offer a long-term contract with a targeted retention incentive.
7398-SKNQZ,Month-to-month,Fiber optic,3,94.9,273.2,0.775,High,Offer a long-term contract with a targeted retention incentive.
2672-DZUOY,Month-to-month,DSL,1,25.15,25.15,0.77,High,Offer a long-term contract with a targeted retention incentive.
3722-WPXTK,Month-to-month,Fiber optic,1,88.35,88.35,0.77,High,Offer a long-term contract with a targeted retention incentive.
9957-YODKZ,Month-to-month,Fiber optic,6,80.8,457.1,0.77,High,Offer a long-term contract with a targeted retention incentive.
6350-XFYGW,Month-to-month,Fiber optic,4,94.75,422.4,0.77,High,Offer a long-term contract with a targeted retention incentive.
2439-LYPMQ,Month-to-month,Fiber optic,38,102.6,4009.2,0.77,High,Offer a long-term contract with a targeted retention incentive.
7273-TEFQD,Month-to-month,DSL,3,41.15,132.2,0.77,High,Offer a long-term contract with a targeted retention incentive.
2984-AFWNC,Month-to-month,Fiber optic,3,95.4,293.15,0.77,High,Offer a long-term contract with a targeted retention incentive.
5583-SXDAG,Month-to-month,Fiber optic,1,70.0,70.0,0.77,High,Offer a long-term contract with a targeted retention incentive.
4548-SDBKE,Month-to-month,Fiber optic,5,85.2,474.8,0.77,High,Offer a long-term contract with a targeted retention incentive.
3797-VTIDR,Month-to-month,DSL,1,23.45,23.45,0.77,High,Offer a long-term contract with a targeted retention incentive.
6986-IXNDM,Month-to-month,Fiber optic,14,92.9,1337.45,0.77,High,Offer a long-term contract with a targeted retention incentive.
6275-YDUVO,Month-to-month,Fiber optic,2,86.2,178.7,0.77,High,Offer a long-term contract with a targeted retention incentive.
2612-RRIDN,Month-to-month,Fiber optic,4,81.0,340.85,0.77,High,Offer a long-term contract with a targeted retention incentive.
9828-AOQLM,Month-to-month,DSL,1,45.7,45.7,0.7694626940770558,High,Offer a long-term contract with a targeted retention incentive.
3566-HJGPK,Month-to-month,DSL,1,45.55,45.55,0.768012857810389,High,Offer a long-term contract with a targeted retention incentive.
8393-JMVMB,Month-to-month,No,1,19.45,19.45,0.7662807959233036,High,Offer a long-term contract with a targeted retention incentive.
3841-CONLJ,Month-to-month,DSL,1,35.0,35.0,0.765,High,Offer a long-term contract with a targeted retention incentive.
3672-YITQD,Month-to-month,Fiber optic,36,84.1,3021.6,0.765,High,Offer a long-term contract with a targeted retention incentive.
5956-YHHRX,Month-to-month,Fiber optic,21,104.35,2271.85,0.765,High,Offer a long-term contract with a targeted retention incentive.
8361-LTMKD,Month-to-month,Fiber optic,4,74.4,306.6,0.765,High,Offer a long-term contract with a targeted retention incentive.
7526-BEZQB,Month-to-month,Fiber optic,12,96.05,1148.1,0.765,High,Offer a long-term contract with a targeted retention incentive.
2027-FECZV,Month-to-month,Fiber optic,12,106.7,1253.9,0.765,High,Offer a long-term contract with a targeted retention incentive.
1571-SAVHK,Month-to-month,Fiber optic,12,99.95,1132.75,0.765,High,Offer a long-term contract with a targeted retention incentive.
4115-NZRKS,Month-to-month,Fiber optic,7,89.15,574.35,0.765,High,Offer a long-term contract with a targeted retention incentive.
8510-AWCXC,Month-to-month,Fiber optic,13,100.8,1308.1,0.765,High,Offer a long-term contract with a targeted retention incentive.
4021-RQSNY,Month-to-month,Fiber optic,29,98.5,3004.15,0.765,High,Offer a long-term contract with a targeted retention incentive.
5628-FCGYG,Month-to-month,Fiber optic,21,84.1,1737.45,0.765,High,Offer a long-term contract with a targeted retention incentive.
2725-KXXWT,Month-to-month,Fiber optic,1,90.75,90.75,0.765,High,Offer a long-term contract with a targeted retention incentive.
1579-KLYDT,Month-to-month,Fiber optic,7,90.45,593.45,0.765,High,Offer a long-term contract with a targeted retention incentive.
6047-YHPVI,Month-to-month,Fiber optic,5,69.7,316.9,0.765,High,Offer a long-term contract with a targeted retention incentive.
3074-GQWYX,Month-to-month,Fiber optic,5,75.9,357.75,0.765,High,Offer a long-term contract with a targeted retention incentive.
